time_ms,lead_ii_mv
5592.0,0.0299
5596.0,0.0296
5600.0,0.0294
5604.0,0.0291
5608.0,0.0289
5612.0,0.0286
5616.0,0.0284
5620.0,0.0281
5624.0,0.0278
5628.0,0.0276
5632.0,0.0273
5636.0,0.0271
5640.0,0.0268
5644.0,0.0265
5648.0,0.0263
5652.0,0.026
5656.0,0.0257
5660.0,0.0255
5664.0,0.0252
5668.0,0.0249
5672.0,0.0246
5676.0,0.0244
5680.0,0.0241
5684.0,0.0238
5688.0,0.0235
5692.0,0.0233
5696.0,0.023
5700.0,0.0227
5704.0,0.0224
5708.0,0.0221
5712.0,0.0219
5716.0,0.0216
5720.0,0.0213
5724.0,0.021
5728.0,0.0207
5732.0,0.0204
5736.0,0.0201
5740.0,0.0199
5744.0,0.0196
5748.0,0.0193
5752.0,0.019
5756.0,0.0187
5760.0,0.0184
5764.0,0.0181
5768.0,0.0178
5772.0,0.0175
5776.0,0.0172
5780.0,0.0169
5784.0,0.0166
5788.0,0.0163
5792.0,0.016
5796.0,0.0157
5800.0,0.0155
5804.0,0.0152
5808.0,0.0149
5812.0,0.0146
5816.0,0.0143
5820.0,0.0139
5824.0,0.0136
5828.0,0.0133
5832.0,0.013
5836.0,-0.0084
5840.0,0.2307
5844.0,0.5888
5848.0,0.9651
5852.0,1.1938
5856.0,1.1462
5860.0,0.8589
5864.0,0.5039
5868.0,0.2338
5872.0,0.0889
5876.0,0.0314
5880.0,0.014
5884.0,0.0098
5888.0,0.0089
5892.0,0.0085
5896.0,0.0081
5900.0,0.0078
5904.0,0.0075
5908.0,0.0072
5912.0,0.0069
5916.0,0.0066
5920.0,0.0063
5924.0,0.006
5928.0,0.0056
5932.0,0.0053
5936.0,0.005
5940.0,0.0047
5944.0,0.0044
5948.0,0.0041
5952.0,0.0038
5956.0,0.0035
5960.0,0.0032
5964.0,0.0029
5968.0,0.0026
5972.0,0.0023
5976.0,0.002
5980.0,0.0017
5984.0,0.0015
5988.0,0.0013
5992.0,0.0011
5996.0,0.001
6000.0,0.001
6004.0,0.001
6008.0,0.0012
6012.0,0.0016
6016.0,0.0021
6020.0,0.0029
6024.0,0.0041
6028.0,0.0056
6032.0,0.0076
6036.0,0.0101
6040.0,0.0133
6044.0,0.0172
6048.0,0.0219
6052.0,0.0276
6056.0,0.0342
6060.0,0.0419
6064.0,0.0506
6068.0,0.0605
6072.0,0.0715
6076.0,0.0835
6080.0,0.0965
6084.0,0.1103
6088.0,0.1246
6092.0,0.1394
6096.0,0.1542
6100.0,0.1688
6104.0,0.1829
6108.0,0.1961
6112.0,0.2081
6116.0,0.2185
6120.0,0.2271
6124.0,0.2336
6128.0,0.2378
6132.0,0.2396
6136.0,0.2388
6140.0,0.2356
6144.0,0.2301
6148.0,0.2222
6152.0,0.2124
6156.0,0.2008
6160.0,0.1877
6164.0,0.1736
6168.0,0.1587
6172.0,0.1433
6176.0,0.1279
6180.0,0.1126
6184.0,0.0978
6188.0,0.0837
6192.0,0.0704
6196.0,0.0581
6200.0,0.0469
6204.0,0.0368
6208.0,0.0277
6212.0,0.0198
6216.0,0.0129
6220.0,0.007
6224.0,0.0019
6228.0,-0.0023
6232.0,-0.0059
6236.0,-0.0088
6240.0,-0.0113
6244.0,-0.0133
6248.0,-0.0149
6252.0,-0.0162
6256.0,-0.0173
6260.0,-0.0182
6264.0,-0.0189
6268.0,-0.0196
6272.0,-0.0201
6276.0,-0.0206
6280.0,-0.021
6284.0,-0.0214
6288.0,-0.0217
6292.0,-0.022
6296.0,-0.0224
6300.0,-0.0227
6304.0,-0.023
6308.0,-0.0232
6312.0,-0.0235
6316.0,-0.0238
6320.0,-0.0241
6324.0,-0.0244
6328.0,-0.0246
6332.0,-0.0249
6336.0,-0.0252
6340.0,-0.0255
6344.0,-0.0257
6348.0,-0.026
6352.0,-0.0263
6356.0,-0.0265
6360.0,-0.0268
6364.0,-0.0271
6368.0,-0.0273
6372.0,-0.0276
6376.0,-0.0278
6380.0,-0.0281
6384.0,-0.0284
6388.0,-0.0286
6392.0,-0.0289
6396.0,-0.0291
6400.0,-0.0294
6404.0,-0.0296
6408.0,-0.0299
6412.0,-0.0301
6416.0,-0.0304
6420.0,-0.0306
6424.0,-0.0309
6428.0,-0.0311
6432.0,-0.0314
6436.0,-0.0316
6440.0,-0.0319
6444.0,-0.0321
6448.0,-0.0324
6452.0,-0.0326
6456.0,-0.0328
6460.0,-0.0331
6464.0,-0.0333
6468.0,-0.0335
6472.0,-0.0338
6476.0,-0.034
6480.0,-0.0342
6484.0,-0.0345
6488.0,-0.0347
6492.0,-0.0349
6496.0,-0.0351
6500.0,-0.0354
6504.0,-0.0356
6508.0,-0.0358
6512.0,-0.036
6516.0,-0.0362
6520.0,-0.0364
6524.0,-0.0367
6528.0,-0.0369
6532.0,-0.0371
6536.0,-0.0373
6540.0,-0.0375
6544.0,-0.0377
6548.0,-0.0379
6552.0,-0.0381
6556.0,-0.0383
6560.0,-0.0385
6564.0,-0.0387
6568.0,-0.0389
6572.0,-0.0391
6576.0,-0.0393
6580.0,-0.0395
6584.0,-0.0397
6588.0,-0.0399
6592.0,-0.0401
6596.0,-0.0403
6600.0,-0.0405
6604.0,-0.0406
6608.0,-0.0408
6612.0,-0.041
6616.0,-0.0412
6620.0,-0.0414
6624.0,-0.0415
6628.0,-0.0417
6632.0,-0.0419
6636.0,-0.042
6640.0,-0.0422
6644.0,-0.0424
6648.0,-0.0425
6652.0,-0.0427
6656.0,-0.0429
6660.0,-0.043
6664.0,-0.0432
6668.0,-0.1108
6672.0,0.079
6676.0,0.4049
6680.0,0.7915
6684.0,1.0889
6688.0,1.1391
6692.0,0.9166
6696.0,0.5632
6700.0,0.2547
6704.0,0.0701
6708.0,-0.0106
6712.0,-0.037
6716.0,-0.0437
6720.0,-0.045
6724.0,-0.0454
6728.0,-0.0455
6732.0,-0.0456
6736.0,-0.0458
6740.0,-0.0459
6744.0,-0.046
6748.0,-0.0461
6752.0,-0.0463
6756.0,-0.0464
6760.0,-0.0465
6764.0,-0.0466
6768.0,-0.0467
6772.0,-0.0468
6776.0,-0.0469
6780.0,-0.047
6784.0,-0.0471
6788.0,-0.0472
6792.0,-0.0473
6796.0,-0.0474
6800.0,-0.0475
6804.0,-0.0476
6808.0,-0.0476
6812.0,-0.0477
6816.0,-0.0477
6820.0,-0.0477
6824.0,-0.0477
6828.0,-0.0476
6832.0,-0.0474
6836.0,-0.0471
6840.0,-0.0468
6844.0,-0.0462
6848.0,-0.0455
6852.0,-0.0445
6856.0,-0.0433
6860.0,-0.0417
6864.0,-0.0396
6868.0,-0.037
6872.0,-0.0338
6876.0,-0.0299
6880.0,-0.0252
6884.0,-0.0196
6888.0,-0.0131
6892.0,-0.0055
6896.0,0.0032
6900.0,0.013
6904.0,0.0238
6908.0,0.0358
6912.0,0.0487
6916.0,0.0625
6920.0,0.077
6924.0,0.0919
6928.0,0.107
6932.0,0.122
6936.0,0.1366
6940.0,0.1504
6944.0,0.1631
6948.0,0.1744
6952.0,0.1839
6956.0,0.1914
6960.0,0.1967
6964.0,0.1995
6968.0,0.1999
6972.0,0.1978
6976.0,0.1933
6980.0,0.1865
6984.0,0.1776
6988.0,0.1669
6992.0,0.1546
6996.0,0.1411
7000.0,0.1267
7004.0,0.1117
7008.0,0.0966
7012.0,0.0815
7016.0,0.0669
7020.0,0.0528
7024.0,0.0395
7028.0,0.0272
7032.0,0.0159
7036.0,0.0057
7040.0,-0.0033
7044.0,-0.0113
7048.0,-0.0182
7052.0,-0.0241
7056.0,-0.0292
7060.0,-0.0333
7064.0,-0.0368
7068.0,-0.0396
7072.0,-0.0419
7076.0,-0.0437
7080.0,-0.0451
7084.0,-0.0462
7088.0,-0.047
7092.0,-0.0476
7096.0,-0.0481
7100.0,-0.0484
7104.0,-0.0486
7108.0,-0.0488
7112.0,-0.0489
7116.0,-0.0489
7120.0,-0.049
7124.0,-0.0489
7128.0,-0.0489
7132.0,-0.0489
7136.0,-0.0488
7140.0,-0.0488
7144.0,-0.0487
7148.0,-0.0486
7152.0,-0.0486
7156.0,-0.0485
7160.0,-0.0484
7164.0,-0.0483
7168.0,-0.0483
7172.0,-0.0482
7176.0,-0.0481
7180.0,-0.048
7184.0,-0.0479
7188.0,-0.0478
7192.0,-0.0477
7196.0,-0.0476
7200.0,-0.0476
7204.0,-0.0475
7208.0,-0.0474
7212.0,-0.0473
7216.0,-0.0471
7220.0,-0.047
7224.0,-0.0469
7228.0,-0.0468
7232.0,-0.0467
7236.0,-0.0466
7240.0,-0.0465
7244.0,-0.0464
7248.0,-0.0463
7252.0,-0.0461
7256.0,-0.046
7260.0,-0.0459
7264.0,-0.0458
7268.0,-0.0456
7272.0,-0.0455
7276.0,-0.0454
7280.0,-0.0452
7284.0,-0.0451
7288.0,-0.045
7292.0,-0.0448
7296.0,-0.0447
7300.0,-0.0446
7304.0,-0.0444
7308.0,-0.0443
7312.0,-0.0441
7316.0,-0.044
7320.0,-0.0438
7324.0,-0.0437
7328.0,-0.0435
7332.0,-0.0434
7336.0,-0.0432
7340.0,-0.043
7344.0,-0.0429
7348.0,-0.0427
7352.0,-0.0425
7356.0,-0.0424
7360.0,-0.0422
7364.0,-0.042
7368.0,-0.0419
7372.0,-0.0417
7376.0,-0.0415
7380.0,-0.0414
7384.0,-0.0412
7388.0,-0.041
7392.0,-0.0408
7396.0,-0.0406
7400.0,-0.0405
7404.0,-0.0403
7408.0,-0.0401
7412.0,-0.0399
7416.0,-0.0397
7420.0,-0.0395
7424.0,-0.0393
7428.0,-0.0391
7432.0,-0.0389
7436.0,-0.0387
7440.0,-0.0385
7444.0,-0.0383
7448.0,-0.0381
7452.0,-0.0379
7456.0,-0.0377
7460.0,-0.0375
7464.0,-0.0373
7468.0,-0.0371
7472.0,-0.0369
7476.0,-0.0367
7480.0,-0.0364
7484.0,-0.0362
7488.0,-0.036
7492.0,-0.0358
7496.0,-0.0356
7500.0,-0.0354
7504.0,0.0072
7508.0,0.293
7512.0,0.6729
7516.0,1.0203
7520.0,1.1652
7524.0,1.0249
7528.0,0.6941
7532.0,0.356
7536.0,0.1291
7540.0,0.0197
7544.0,-0.0195
7548.0,-0.03
7552.0,-0.032
7556.0,-0.0321
7560.0,-0.0319
7564.0,-0.0316
7568.0,-0.0314
7572.0,-0.0311
7576.0,-0.0309
7580.0,-0.0306
7584.0,-0.0304
7588.0,-0.0301
7592.0,-0.0299
7596.0,-0.0296
7600.0,-0.0294
7604.0,-0.0291
7608.0,-0.0289
7612.0,-0.0286
7616.0,-0.0284
7620.0,-0.0281
7624.0,-0.0278
7628.0,-0.0276
7632.0,-0.0273
7636.0,-0.027
7640.0,-0.0267
7644.0,-0.0264
7648.0,-0.0261
7652.0,-0.0257
7656.0,-0.0253
7660.0,-0.0249
7664.0,-0.0244
7668.0,-0.0238
7672.0,-0.0231
7676.0,-0.0223
7680.0,-0.0213
7684.0,-0.0201
7688.0,-0.0186
7692.0,-0.0167
7696.0,-0.0145
7700.0,-0.0117
7704.0,-0.0084
7708.0,-0.0044
7712.0,0.0004
7716.0,0.006
7720.0,0.0125
7724.0,0.0201
7728.0,0.0288
7732.0,0.0385
7736.0,0.0494
7740.0,0.0613
7744.0,0.0743
7748.0,0.0881
7752.0,0.1027
7756.0,0.1178
7760.0,0.1332
7764.0,0.1486
7768.0,0.1637
7772.0,0.1781
7776.0,0.1916
7780.0,0.2037
7784.0,0.2141
7788.0,0.2227
7792.0,0.229
7796.0,0.233
7800.0,0.2345
7804.0,0.2336
7808.0,0.2302
7812.0,0.2244
7816.0,0.2165
7820.0,0.2067
7824.0,0.1952
7828.0,0.1823
7832.0,0.1685
7836.0,0.154
7840.0,0.1392
7844.0,0.1244
7848.0,0.1099
7852.0,0.0959
7856.0,0.0826
7860.0,0.0703
7864.0,0.0589
7868.0,0.0486
7872.0,0.0395
7876.0,0.0314
7880.0,0.0245
7884.0,0.0185
7888.0,0.0135
7892.0,0.0093
7896.0,0.0059
7900.0,0.0032
7904.0,0.001
7908.0,-0.0007
7912.0,-0.0019
7916.0,-0.0028
7920.0,-0.0035
7924.0,-0.0039
7928.0,-0.0041
7932.0,-0.0043
7936.0,-0.0042
7940.0,-0.0042
7944.0,-0.004
7948.0,-0.0038
7952.0,-0.0036
7956.0,-0.0033
7960.0,-0.0031
7964.0,-0.0028
7968.0,-0.0025
7972.0,-0.0022
7976.0,-0.0019
7980.0,-0.0016
7984.0,-0.0013
7988.0,-0.0009
7992.0,-0.0006
7996.0,-0.0003
8000.0,0.0
8004.0,0.0003
8008.0,0.0006
8012.0,0.0009
8016.0,0.0013
8020.0,0.0016
8024.0,0.0019
8028.0,0.0022
8032.0,0.0025
8036.0,0.0028
8040.0,0.0031
8044.0,0.0035
8048.0,0.0038
8052.0,0.0041
8056.0,0.0044
8060.0,0.0047
8064.0,0.005
8068.0,0.0053
8072.0,0.0056
8076.0,0.006
8080.0,0.0063
8084.0,0.0066
8088.0,0.0069
8092.0,0.0072
8096.0,0.0075
8100.0,0.0078
8104.0,0.0081
8108.0,0.0084
8112.0,0.0088
8116.0,0.0091
8120.0,0.0094
8124.0,0.0097
8128.0,0.01
8132.0,0.0103
8136.0,0.0106
8140.0,0.0109
8144.0,0.0112
8148.0,0.0115
8152.0,0.0118
8156.0,0.0121
8160.0,0.0124
8164.0,0.0127
8168.0,0.013
8172.0,0.0133
8176.0,0.0136
8180.0,0.0139
8184.0,0.0143
8188.0,0.0146
8192.0,0.0149
8196.0,0.0152
8200.0,0.0155
8204.0,0.0157
8208.0,0.016
8212.0,0.0163
8216.0,0.0166
8220.0,0.0169
8224.0,0.0172
8228.0,0.0175
8232.0,0.0178
8236.0,0.0181
8240.0,0.0184
8244.0,0.0187
8248.0,0.019
8252.0,0.0193
8256.0,0.0196
8260.0,0.0199
8264.0,0.0201
8268.0,0.0204
8272.0,0.0207
8276.0,0.021
8280.0,0.0213
8284.0,0.0216
8288.0,0.0219
8292.0,0.0221
8296.0,0.0224
8300.0,0.0227
8304.0,0.023
8308.0,0.0233
8312.0,0.0235
8316.0,0.0238
8320.0,0.0241
8324.0,0.0244
8328.0,0.0246
8332.0,0.0249
8336.0,0.004
8340.0,0.2438
8344.0,0.6024
8348.0,0.9793
8352.0,1.2085
8356.0,1.1616
8360.0,0.8748
8364.0,0.5204
8368.0,0.2508
8372.0,0.1065
8376.0,0.0495
8380.0,0.0327
8384.0,0.0291
8388.0,0.0287
8392.0,0.0289
8396.0,0.0291
8400.0,0.0294
8404.0,0.0296
8408.0,0.0299
8412.0,0.0301
8416.0,0.0304
8420.0,0.0306
8424.0,0.0309
8428.0,0.0311
8432.0,0.0314
8436.0,0.0316
8440.0,0.0319
8444.0,0.0321
8448.0,0.0324
8452.0,0.0326
8456.0,0.0328
8460.0,0.0331
8464.0,0.0333
8468.0,0.0336
8472.0,0.0338
8476.0,0.0341
8480.0,0.0344
8484.0,0.0347
8488.0,0.035
8492.0,0.0354
8496.0,0.0358
8500.0,0.0363
8504.0,0.0369
8508.0,0.0376
8512.0,0.0385
8516.0,0.0396
8520.0,0.041
8524.0,0.0426
8528.0,0.0447
8532.0,0.0472
8536.0,0.0502
8540.0,0.0539
8544.0,0.0584
8548.0,0.0636
8552.0,0.0698
8556.0,0.0769
8560.0,0.0851
8564.0,0.0944
8568.0,0.1048
8572.0,0.1163
8576.0,0.1288
8580.0,0.1423
8584.0,0.1566
8588.0,0.1714
8592.0,0.1867
8596.0,0.202
8600.0,0.2171
8604.0,0.2317
8608.0,0.2454
8612.0,0.2579
8616.0,0.2688
8620.0,0.2778
8624.0,0.2848
8628.0,0.2895
8632.0,0.2917
8636.0,0.2915
8640.0,0.2888
8644.0,0.2837
8648.0,0.2763
8652.0,0.2669
8656.0,0.2558
8660.0,0.2432
8664.0,0.2295
8668.0,0.2151
8672.0,0.2002
8676.0,0.1852
8680.0,0.1704
8684.0,0.156
8688.0,0.1424
8692.0,0.1295
8696.0,0.1177
8700.0,0.1069
8704.0,0.0972
8708.0,0.0886
8712.0,0.0811
8716.0,0.0747
8720.0,0.0691
8724.0,0.0645
8728.0,0.0607
8732.0,0.0576
8736.0,0.055
8740.0,0.053
8744.0,0.0515
8748.0,0.0502
8752.0,0.0493
8756.0,0.0486
8760.0,0.0482
8764.0,0.0478
8768.0,0.0476
8772.0,0.0474
8776.0,0.0474
8780.0,0.0473
8784.0,0.0474
8788.0,0.0474
8792.0,0.0475
8796.0,0.0475
8800.0,0.0476
8804.0,0.0477
8808.0,0.0478
8812.0,0.0478
8816.0,0.0479
8820.0,0.048
8824.0,0.0481
8828.0,0.0482
8832.0,0.0483
8836.0,0.0484
8840.0,0.0484
8844.0,0.0485
8848.0,0.0486
8852.0,0.0487
8856.0,0.0487
8860.0,0.0488
8864.0,0.0489
8868.0,0.0489
8872.0,0.049
8876.0,0.0491
8880.0,0.0491
8884.0,0.0492
8888.0,0.0492
8892.0,0.0493
8896.0,0.0493
8900.0,0.0494
8904.0,0.0494
8908.0,0.0495
8912.0,0.0495
8916.0,0.0496
8920.0,0.0496
8924.0,0.0496
8928.0,0.0497
8932.0,0.0497
8936.0,0.0497
8940.0,0.0498
8944.0,0.0498
8948.0,0.0498
8952.0,0.0499
8956.0,0.0499
8960.0,0.0499
8964.0,0.0499
8968.0,0.0499
8972.0,0.05
8976.0,0.05
8980.0,0.05
8984.0,0.05
8988.0,0.05
8992.0,0.05
8996.0,0.05
9000.0,0.05
9004.0,0.05
9008.0,0.05
9012.0,0.05
9016.0,0.05
9020.0,0.05
9024.0,0.05
9028.0,0.05
9032.0,0.0499
9036.0,0.0499
9040.0,0.0499
9044.0,0.0499
9048.0,0.0499
9052.0,0.0498
9056.0,0.0498
9060.0,0.0498
9064.0,0.0497
9068.0,0.0497
9072.0,0.0497
9076.0,0.0496
9080.0,0.0496
9084.0,0.0496
9088.0,0.0495
9092.0,0.0495
9096.0,0.0494
9100.0,0.0494
9104.0,0.0493
9108.0,0.0493
9112.0,0.0492
9116.0,0.0492
9120.0,0.0491
9124.0,0.0491
9128.0,0.049
9132.0,0.0489
9136.0,0.0489
9140.0,0.0488
9144.0,0.0487
9148.0,0.0487
9152.0,0.0486
9156.0,0.0485
9160.0,0.0484
9164.0,0.0484
9168.0,-0.0192
9172.0,0.1707
9176.0,0.4967
9180.0,0.8833
9184.0,1.1808
9188.0,1.231
9192.0,1.0086
9196.0,0.6553
9200.0,0.3468
9204.0,0.1622
9208.0,0.0816
9212.0,0.0552
9216.0,0.0486
9220.0,0.0472
9224.0,0.047
9228.0,0.0468
9232.0,0.0467
9236.0,0.0466
9240.0,0.0465
9244.0,0.0464
9248.0,0.0463
9252.0,0.0461
9256.0,0.046
9260.0,0.0459
9264.0,0.0458
9268.0,0.0456
9272.0,0.0455
9276.0,0.0454
9280.0,0.0452
9284.0,0.0451
9288.0,0.045
9292.0,0.0449
9296.0,0.0447
9300.0,0.0446
9304.0,0.0445
9308.0,0.0444
9312.0,0.0443
9316.0,0.0442
9320.0,0.0441
9324.0,0.0441
9328.0,0.0441
9332.0,0.0442
9336.0,0.0444
9340.0,0.0447
9344.0,0.0451
9348.0,0.0458
9352.0,0.0467
9356.0,0.0478
9360.0,0.0494
9364.0,0.0513
9368.0,0.0538
9372.0,0.0569
9376.0,0.0607
9380.0,0.0653
9384.0,0.0707
9388.0,0.0771
9392.0,0.0846
9396.0,0.0931
9400.0,0.1028
9404.0,0.1135
9408.0,0.1254
9412.0,0.1381
9416.0,0.1518
9420.0,0.1661
9424.0,0.1809
9428.0,0.1958
9432.0,0.2107
9436.0,0.2251
9440.0,0.2387
9444.0,0.2512
9448.0,0.2623
9452.0,0.2717
9456.0,0.279
9460.0,0.2841
9464.0,0.2867
9468.0,0.2869
9472.0,0.2847
9476.0,0.2799
9480.0,0.2729
9484.0,0.2638
9488.0,0.2529
9492.0,0.2404
9496.0,0.2266
9500.0,0.212
9504.0,0.1969
9508.0,0.1815
9512.0,0.1662
9516.0,0.1513
9520.0,0.137
9524.0,0.1235
9528.0,0.1109
9532.0,0.0994
9536.0,0.089
9540.0,0.0796
9544.0,0.0714
9548.0,0.0642
9552.0,0.058
9556.0,0.0528
9560.0,0.0483
9564.0,0.0446
9568.0,0.0415
9572.0,0.0389
9576.0,0.0369
9580.0,0.0352
9584.0,0.0338
9588.0,0.0327
9592.0,0.0317
9596.0,0.031
9600.0,0.0304
9604.0,0.0298
9608.0,0.0294
9612.0,0.029
9616.0,0.0286
9620.0,0.0283
9624.0,0.028
9628.0,0.0277
9632.0,0.0274
9636.0,0.0271
9640.0,0.0268
9644.0,0.0265
9648.0,0.0263
9652.0,0.026
9656.0,0.0257
9660.0,0.0255
9664.0,0.0252
9668.0,0.0249
9672.0,0.0246
9676.0,0.0244
9680.0,0.0241
9684.0,0.0238
9688.0,0.0235
9692.0,0.0233
9696.0,0.023
9700.0,0.0227
9704.0,0.0224
9708.0,0.0221
9712.0,0.0219
9716.0,0.0216
9720.0,0.0213
9724.0,0.021
9728.0,0.0207
9732.0,0.0204
9736.0,0.0201
9740.0,0.0199
9744.0,0.0196
9748.0,0.0193
9752.0,0.019
9756.0,0.0187
9760.0,0.0184
9764.0,0.0181
9768.0,0.0178
9772.0,0.0175
9776.0,0.0172
9780.0,0.0169
9784.0,0.0166
9788.0,0.0163
9792.0,0.016
9796.0,0.0157
9800.0,0.0155
9804.0,0.0152
9808.0,0.0149
9812.0,0.0146
9816.0,0.0143
9820.0,0.0139
9824.0,0.0136
9828.0,0.0133
9832.0,0.013
9836.0,0.0127
9840.0,0.0124
9844.0,0.0121
9848.0,0.0118
9852.0,0.0115
9856.0,0.0112
9860.0,0.0109
9864.0,0.0106
9868.0,0.0103
9872.0,0.01
9876.0,0.0097
9880.0,0.0094
9884.0,0.0091
9888.0,0.0088
9892.0,0.0084
9896.0,0.0081
9900.0,0.0078
9904.0,0.0075
9908.0,0.0072
9912.0,0.0069
9916.0,0.0066
9920.0,0.0063
9924.0,0.006
9928.0,0.0056
9932.0,0.0053
9936.0,0.005
9940.0,0.0047
9944.0,0.0044
9948.0,0.0041
9952.0,0.0038
9956.0,0.0035
9960.0,0.0031
9964.0,0.0028
9968.0,0.0025
9972.0,0.0022
9976.0,0.0019
9980.0,0.0016
9984.0,0.0013
9988.0,0.0009
9992.0,0.0006
9996.0,0.0003
