time_ms,lead_ii_mv
5628.0,0.0276
5632.0,0.0274
5636.0,0.0271
5640.0,0.0269
5644.0,0.0267
5648.0,0.0264
5652.0,0.0263
5656.0,0.0261
5660.0,0.026
5664.0,0.026
5668.0,0.026
5672.0,0.0261
5676.0,0.0264
5680.0,0.0269
5684.0,0.0275
5688.0,0.0285
5692.0,0.0298
5696.0,0.0315
5700.0,0.0337
5704.0,0.0365
5708.0,0.0399
5712.0,0.0441
5716.0,0.0491
5720.0,0.0551
5724.0,0.0621
5728.0,0.0702
5732.0,0.0794
5736.0,0.0897
5740.0,0.101
5744.0,0.1134
5748.0,0.1267
5752.0,0.1407
5756.0,0.1552
5760.0,0.17
5764.0,0.1849
5768.0,0.1994
5772.0,0.2132
5776.0,0.226
5780.0,0.2376
5784.0,0.2474
5788.0,0.2553
5792.0,0.2611
5796.0,0.2645
5800.0,0.2655
5804.0,0.2639
5808.0,0.2599
5812.0,0.2536
5816.0,0.245
5820.0,0.2346
5824.0,0.2225
5828.0,0.209
5832.0,0.1946
5836.0,0.1795
5840.0,0.1641
5844.0,0.1486
5848.0,0.1335
5852.0,0.1189
5856.0,0.105
5860.0,0.0921
5864.0,0.0801
5868.0,0.0692
5872.0,0.0595
5876.0,0.0508
5880.0,0.0432
5884.0,0.0366
5888.0,0.031
5892.0,0.0262
5896.0,0.0222
5900.0,0.0188
5904.0,0.016
5908.0,0.0137
5912.0,0.0118
5916.0,0.0103
5920.0,0.009
5924.0,0.008
5928.0,0.0071
5932.0,0.0064
5936.0,0.0058
5940.0,0.0053
5944.0,0.0048
5948.0,0.0043
5952.0,0.0039
5956.0,0.0036
5960.0,0.0032
5964.0,0.0029
5968.0,0.0025
5972.0,0.0022
5976.0,0.0019
5980.0,0.0016
5984.0,0.0013
5988.0,0.0009
5992.0,0.0006
5996.0,0.0003
6000.0,-0.0973
6004.0,0.042
6008.0,0.3273
6012.0,0.7066
6016.0,1.0535
6020.0,1.1978
6024.0,1.0571
6028.0,0.7256
6032.0,0.3871
6036.0,0.1596
6040.0,0.0496
6044.0,0.0099
6048.0,-0.0011
6052.0,-0.0037
6056.0,-0.0043
6060.0,-0.0047
6064.0,-0.005
6068.0,-0.0053
6072.0,-0.0056
6076.0,-0.006
6080.0,-0.0063
6084.0,-0.0066
6088.0,-0.0069
6092.0,-0.0072
6096.0,-0.0075
6100.0,-0.0078
6104.0,-0.0081
6108.0,-0.0084
6112.0,-0.0087
6116.0,-0.0091
6120.0,-0.0094
6124.0,-0.0097
6128.0,-0.01
6132.0,-0.0103
6136.0,-0.0105
6140.0,-0.0108
6144.0,-0.0111
6148.0,-0.0113
6152.0,-0.0116
6156.0,-0.0117
6160.0,-0.0119
6164.0,-0.012
6168.0,-0.012
6172.0,-0.0119
6176.0,-0.0116
6180.0,-0.0112
6184.0,-0.0105
6188.0,-0.0096
6192.0,-0.0083
6196.0,-0.0066
6200.0,-0.0045
6204.0,-0.0017
6208.0,0.0017
6212.0,0.0059
6216.0,0.0109
6220.0,0.0169
6224.0,0.0239
6228.0,0.0319
6232.0,0.0411
6236.0,0.0514
6240.0,0.0628
6244.0,0.0751
6248.0,0.0884
6252.0,0.1024
6256.0,0.1169
6260.0,0.1318
6264.0,0.1466
6268.0,0.1611
6272.0,0.175
6276.0,0.1878
6280.0,0.1993
6284.0,0.2092
6288.0,0.2171
6292.0,0.2229
6296.0,0.2263
6300.0,0.2273
6304.0,0.2258
6308.0,0.2218
6312.0,0.2155
6316.0,0.207
6320.0,0.1965
6324.0,0.1845
6328.0,0.171
6332.0,0.1566
6336.0,0.1416
6340.0,0.1262
6344.0,0.1108
6348.0,0.0957
6352.0,0.0811
6356.0,0.0673
6360.0,0.0544
6364.0,0.0425
6368.0,0.0316
6372.0,0.0219
6376.0,0.0133
6380.0,0.0057
6384.0,-0.0008
6388.0,-0.0064
6392.0,-0.0111
6396.0,-0.0151
6400.0,-0.0184
6404.0,-0.0211
6408.0,-0.0234
6412.0,-0.0252
6416.0,-0.0267
6420.0,-0.0279
6424.0,-0.0288
6428.0,-0.0296
6432.0,-0.0303
6436.0,-0.0309
6440.0,-0.0313
6444.0,-0.0317
6448.0,-0.0321
6452.0,-0.0324
6456.0,-0.0327
6460.0,-0.033
6464.0,-0.0332
6468.0,-0.0335
6472.0,-0.0337
6476.0,-0.034
6480.0,-0.0342
6484.0,-0.0344
6488.0,-0.0347
6492.0,-0.0349
6496.0,-0.0351
6500.0,-0.1326
6504.0,0.0067
6508.0,0.2921
6512.0,0.6715
6516.0,1.0185
6520.0,1.163
6524.0,1.0223
6528.0,0.691
6532.0,0.3525
6536.0,0.1251
6540.0,0.0152
6544.0,-0.0244
6548.0,-0.0353
6552.0,-0.0377
6556.0,-0.0383
6560.0,-0.0385
6564.0,-0.0387
6568.0,-0.0389
6572.0,-0.0391
6576.0,-0.0393
6580.0,-0.0395
6584.0,-0.0397
6588.0,-0.0399
6592.0,-0.0401
6596.0,-0.0403
6600.0,-0.0404
6604.0,-0.0406
6608.0,-0.0408
6612.0,-0.041
6616.0,-0.0412
6620.0,-0.0413
6624.0,-0.0415
6628.0,-0.0417
6632.0,-0.0418
6636.0,-0.042
6640.0,-0.0421
6644.0,-0.0423
6648.0,-0.0424
6652.0,-0.0424
6656.0,-0.0425
6660.0,-0.0425
6664.0,-0.0424
6668.0,-0.0423
6672.0,-0.042
6676.0,-0.0416
6680.0,-0.041
6684.0,-0.0402
6688.0,-0.0392
6692.0,-0.0377
6696.0,-0.0359
6700.0,-0.0336
6704.0,-0.0307
6708.0,-0.0271
6712.0,-0.0227
6716.0,-0.0175
6720.0,-0.0114
6724.0,-0.0043
6728.0,0.004
6732.0,0.0133
6736.0,0.0237
6740.0,0.0353
6744.0,0.0478
6748.0,0.0613
6752.0,0.0754
6756.0,0.0901
6760.0,0.1051
6764.0,0.1201
6768.0,0.1348
6772.0,0.1488
6776.0,0.1619
6780.0,0.1736
6784.0,0.1836
6788.0,0.1917
6792.0,0.1977
6796.0,0.2013
6800.0,0.2024
6804.0,0.2011
6808.0,0.1973
6812.0,0.1912
6816.0,0.1829
6820.0,0.1726
6824.0,0.1607
6828.0,0.1475
6832.0,0.1333
6836.0,0.1184
6840.0,0.1032
6844.0,0.088
6848.0,0.0731
6852.0,0.0587
6856.0,0.0451
6860.0,0.0324
6864.0,0.0206
6868.0,0.01
6872.0,0.0005
6876.0,-0.0079
6880.0,-0.0153
6884.0,-0.0216
6888.0,-0.027
6892.0,-0.0315
6896.0,-0.0353
6900.0,-0.0384
6904.0,-0.0409
6908.0,-0.0429
6912.0,-0.0446
6916.0,-0.0458
6920.0,-0.0468
6924.0,-0.0476
6928.0,-0.0482
6932.0,-0.0486
6936.0,-0.049
6940.0,-0.0492
6944.0,-0.0494
6948.0,-0.0496
6952.0,-0.0497
6956.0,-0.0498
6960.0,-0.0498
6964.0,-0.0499
6968.0,-0.0499
6972.0,-0.0499
6976.0,-0.0499
6980.0,-0.05
6984.0,-0.05
6988.0,-0.05
6992.0,-0.05
6996.0,-0.05
7000.0,-0.1473
7004.0,-0.0077
7008.0,0.2779
7012.0,0.6575
7016.0,1.0047
7020.0,1.1494
7024.0,1.009
7028.0,0.6779
7032.0,0.3396
7036.0,0.1125
7040.0,0.0028
7044.0,-0.0365
7048.0,-0.0472
7052.0,-0.0494
7056.0,-0.0498
7060.0,-0.0498
7064.0,-0.0497
7068.0,-0.0497
7072.0,-0.0497
7076.0,-0.0496
7080.0,-0.0496
7084.0,-0.0496
7088.0,-0.0495
7092.0,-0.0495
7096.0,-0.0494
7100.0,-0.0494
7104.0,-0.0493
7108.0,-0.0493
7112.0,-0.0492
7116.0,-0.0492
7120.0,-0.0491
7124.0,-0.049
7128.0,-0.049
7132.0,-0.0489
7136.0,-0.0488
7140.0,-0.0487
7144.0,-0.0486
7148.0,-0.0485
7152.0,-0.0483
7156.0,-0.0481
7160.0,-0.0479
7164.0,-0.0476
7168.0,-0.0472
7172.0,-0.0467
7176.0,-0.0461
7180.0,-0.0452
7184.0,-0.0442
7188.0,-0.0429
7192.0,-0.0412
7196.0,-0.0391
7200.0,-0.0366
7204.0,-0.0334
7208.0,-0.0296
7212.0,-0.025
7216.0,-0.0196
7220.0,-0.0132
7224.0,-0.0058
7228.0,0.0026
7232.0,0.0122
7236.0,0.0229
7240.0,0.0347
7244.0,0.0475
7248.0,0.0611
7252.0,0.0756
7256.0,0.0905
7260.0,0.1057
7264.0,0.121
7268.0,0.1359
7272.0,0.1502
7276.0,0.1634
7280.0,0.1754
7284.0,0.1857
7288.0,0.194
7292.0,0.2002
7296.0,0.2041
7300.0,0.2054
7304.0,0.2043
7308.0,0.2008
7312.0,0.1949
7316.0,0.1868
7320.0,0.1768
7324.0,0.1652
7328.0,0.1522
7332.0,0.1382
7336.0,0.1235
7340.0,0.1086
7344.0,0.0936
7348.0,0.079
7352.0,0.0648
7356.0,0.0514
7360.0,0.0389
7364.0,0.0275
7368.0,0.0171
7372.0,0.0078
7376.0,-0.0004
7380.0,-0.0075
7384.0,-0.0136
7388.0,-0.0188
7392.0,-0.0231
7396.0,-0.0266
7400.0,-0.0295
7404.0,-0.0318
7408.0,-0.0335
7412.0,-0.0349
7416.0,-0.036
7420.0,-0.0367
7424.0,-0.0373
7428.0,-0.0376
7432.0,-0.0378
7436.0,-0.038
7440.0,-0.038
7444.0,-0.0379
7448.0,-0.0379
7452.0,-0.0377
7456.0,-0.0376
7460.0,-0.0374
7464.0,-0.0372
7468.0,-0.0371
7472.0,-0.0369
7476.0,-0.0366
7480.0,-0.0364
7484.0,-0.0362
7488.0,-0.036
7492.0,-0.0358
7496.0,-0.0356
7500.0,-0.1326
7504.0,0.0072
7508.0,0.293
7512.0,0.6729
7516.0,1.0203
7520.0,1.1652
7524.0,1.0249
7528.0,0.6941
7532.0,0.356
7536.0,0.1291
7540.0,0.0197
7544.0,-0.0195
7548.0,-0.03
7552.0,-0.032
7556.0,-0.0321
7560.0,-0.0319
7564.0,-0.0316
7568.0,-0.0314
7572.0,-0.0311
7576.0,-0.0309
7580.0,-0.0306
7584.0,-0.0304
7588.0,-0.0301
7592.0,-0.0299
7596.0,-0.0296
7600.0,-0.0294
7604.0,-0.0291
7608.0,-0.0289
7612.0,-0.0286
7616.0,-0.0284
7620.0,-0.0281
7624.0,-0.0278
7628.0,-0.0276
7632.0,-0.0273
7636.0,-0.027
7640.0,-0.0267
7644.0,-0.0264
7648.0,-0.0261
7652.0,-0.0257
7656.0,-0.0253
7660.0,-0.0249
7664.0,-0.0244
7668.0,-0.0238
7672.0,-0.0231
7676.0,-0.0223
7680.0,-0.0213
7684.0,-0.0201
7688.0,-0.0186
7692.0,-0.0167
7696.0,-0.0145
7700.0,-0.0117
7704.0,-0.0084
7708.0,-0.0044
7712.0,0.0004
7716.0,0.006
7720.0,0.0125
7724.0,0.0201
7728.0,0.0288
7732.0,0.0385
7736.0,0.0494
7740.0,0.0613
7744.0,0.0743
7748.0,0.0881
7752.0,0.1027
7756.0,0.1178
7760.0,0.1332
7764.0,0.1486
7768.0,0.1637
7772.0,0.1781
7776.0,0.1916
7780.0,0.2037
7784.0,0.2141
7788.0,0.2227
7792.0,0.229
7796.0,0.233
7800.0,0.2345
7804.0,0.2336
7808.0,0.2302
7812.0,0.2244
7816.0,0.2165
7820.0,0.2067
7824.0,0.1952
7828.0,0.1823
7832.0,0.1685
7836.0,0.154
7840.0,0.1392
7844.0,0.1244
7848.0,0.1099
7852.0,0.0959
7856.0,0.0826
7860.0,0.0703
7864.0,0.0589
7868.0,0.0486
7872.0,0.0395
7876.0,0.0314
7880.0,0.0245
7884.0,0.0185
7888.0,0.0135
7892.0,0.0093
7896.0,0.0059
7900.0,0.0032
7904.0,0.001
7908.0,-0.0007
7912.0,-0.0019
7916.0,-0.0028
7920.0,-0.0035
7924.0,-0.0039
7928.0,-0.0041
7932.0,-0.0043
7936.0,-0.0042
7940.0,-0.0042
7944.0,-0.004
7948.0,-0.0038
7952.0,-0.0036
7956.0,-0.0033
7960.0,-0.0031
7964.0,-0.0028
7968.0,-0.0025
7972.0,-0.0022
7976.0,-0.0019
7980.0,-0.0016
7984.0,-0.0013
7988.0,-0.0009
7992.0,-0.0006
7996.0,-0.0003
8000.0,-0.0973
8004.0,0.0426
8008.0,0.3285
8012.0,0.7085
8016.0,1.056
8020.0,1.201
8024.0,1.0608
8028.0,0.73
8032.0,0.3921
8036.0,0.1652
8040.0,0.0559
8044.0,0.0168
8048.0,0.0064
8052.0,0.0045
8056.0,0.0044
8060.0,0.0047
8064.0,0.005
8068.0,0.0053
8072.0,0.0056
8076.0,0.006
8080.0,0.0063
8084.0,0.0066
8088.0,0.0069
8092.0,0.0072
8096.0,0.0075
8100.0,0.0078
8104.0,0.0081
8108.0,0.0084
8112.0,0.0088
8116.0,0.0091
8120.0,0.0094
8124.0,0.0097
8128.0,0.01
8132.0,0.0103
8136.0,0.0107
8140.0,0.011
8144.0,0.0113
8148.0,0.0117
8152.0,0.0121
8156.0,0.0125
8160.0,0.013
8164.0,0.0135
8168.0,0.0141
8172.0,0.0148
8176.0,0.0157
8180.0,0.0167
8184.0,0.018
8188.0,0.0195
8192.0,0.0214
8196.0,0.0237
8200.0,0.0264
8204.0,0.0298
8208.0,0.0338
8212.0,0.0386
8216.0,0.0442
8220.0,0.0508
8224.0,0.0584
8228.0,0.067
8232.0,0.0768
8236.0,0.0876
8240.0,0.0996
8244.0,0.1125
8248.0,0.1264
8252.0,0.141
8256.0,0.1561
8260.0,0.1715
8264.0,0.1869
8268.0,0.202
8272.0,0.2164
8276.0,0.2298
8280.0,0.2419
8284.0,0.2524
8288.0,0.2609
8292.0,0.2672
8296.0,0.2712
8300.0,0.2727
8304.0,0.2717
8308.0,0.2683
8312.0,0.2625
8316.0,0.2546
8320.0,0.2447
8324.0,0.2332
8328.0,0.2203
8332.0,0.2064
8336.0,0.1919
8340.0,0.1771
8344.0,0.1622
8348.0,0.1477
8352.0,0.1336
8356.0,0.1204
8360.0,0.108
8364.0,0.0966
8368.0,0.0863
8372.0,0.0771
8376.0,0.069
8380.0,0.0619
8384.0,0.0559
8388.0,0.0509
8392.0,0.0466
8396.0,0.0432
8400.0,0.0404
8404.0,0.0382
8408.0,0.0364
8412.0,0.0351
8416.0,0.0341
8420.0,0.0334
8424.0,0.0329
8428.0,0.0326
8432.0,0.0325
8436.0,0.0324
8440.0,0.0324
8444.0,0.0325
8448.0,0.0326
8452.0,0.0328
8456.0,0.033
8460.0,0.0331
8464.0,0.0334
8468.0,0.0336
8472.0,0.0338
8476.0,0.034
8480.0,0.0342
8484.0,0.0345
8488.0,0.0347
8492.0,0.0349
8496.0,0.0351
8500.0,-0.0619
8504.0,0.0779
8508.0,0.3637
8512.0,0.7436
8516.0,1.0909
8520.0,1.2359
8524.0,1.0956
8528.0,0.7647
8532.0,0.4267
8536.0,0.1997
8540.0,0.0902
8544.0,0.051
8548.0,0.0405
8552.0,0.0385
8556.0,0.0384
8560.0,0.0385
8564.0,0.0387
8568.0,0.0389
8572.0,0.0391
8576.0,0.0393
8580.0,0.0395
8584.0,0.0397
8588.0,0.0399
8592.0,0.0401
8596.0,0.0403
8600.0,0.0405
8604.0,0.0406
8608.0,0.0408
8612.0,0.041
8616.0,0.0412
8620.0,0.0414
8624.0,0.0415
8628.0,0.0417
8632.0,0.0419
8636.0,0.0421
8640.0,0.0423
8644.0,0.0425
8648.0,0.0427
8652.0,0.043
8656.0,0.0433
8660.0,0.0436
8664.0,0.044
8668.0,0.0444
8672.0,0.045
8676.0,0.0457
8680.0,0.0466
8684.0,0.0477
8688.0,0.0491
8692.0,0.0508
8696.0,0.0529
8700.0,0.0555
8704.0,0.0587
8708.0,0.0626
8712.0,0.0672
8716.0,0.0727
8720.0,0.0791
8724.0,0.0865
8728.0,0.095
8732.0,0.1046
8736.0,0.1153
8740.0,0.1271
8744.0,0.1398
8748.0,0.1535
8752.0,0.1679
8756.0,0.1829
8760.0,0.1981
8764.0,0.2133
8768.0,0.2283
8772.0,0.2425
8776.0,0.2558
8780.0,0.2677
8784.0,0.2779
8788.0,0.2863
8792.0,0.2924
8796.0,0.2962
8800.0,0.2976
8804.0,0.2964
8808.0,0.2928
8812.0,0.2868
8816.0,0.2787
8820.0,0.2686
8824.0,0.2569
8828.0,0.2439
8832.0,0.2298
8836.0,0.2151
8840.0,0.2001
8844.0,0.185
8848.0,0.1703
8852.0,0.156
8856.0,0.1426
8860.0,0.13
8864.0,0.1184
8868.0,0.1079
8872.0,0.0985
8876.0,0.0902
8880.0,0.0829
8884.0,0.0767
8888.0,0.0715
8892.0,0.067
8896.0,0.0634
8900.0,0.0604
8904.0,0.0579
8908.0,0.056
8912.0,0.0545
8916.0,0.0533
8920.0,0.0524
8924.0,0.0517
8928.0,0.0512
8932.0,0.0508
8936.0,0.0505
8940.0,0.0503
8944.0,0.0502
8948.0,0.0501
8952.0,0.05
8956.0,0.05
8960.0,0.05
8964.0,0.05
8968.0,0.05
8972.0,0.05
8976.0,0.05
8980.0,0.05
8984.0,0.05
8988.0,0.05
8992.0,0.05
8996.0,0.05
9000.0,-0.0473
9004.0,0.0923
9008.0,0.3779
9012.0,0.7575
9016.0,1.1047
9020.0,1.2494
9024.0,1.1089
9028.0,0.7778
9032.0,0.4395
9036.0,0.2123
9040.0,0.1026
9044.0,0.0632
9048.0,0.0525
9052.0,0.0502
9056.0,0.0499
9060.0,0.0498
9064.0,0.0497
9068.0,0.0497
9072.0,0.0497
9076.0,0.0496
9080.0,0.0496
9084.0,0.0496
9088.0,0.0495
9092.0,0.0495
9096.0,0.0494
9100.0,0.0494
9104.0,0.0493
9108.0,0.0493
9112.0,0.0492
9116.0,0.0492
9120.0,0.0491
9124.0,0.0491
9128.0,0.049
9132.0,0.049
9136.0,0.0489
9140.0,0.0489
9144.0,0.0489
9148.0,0.0488
9152.0,0.0488
9156.0,0.0489
9160.0,0.049
9164.0,0.0491
9168.0,0.0493
9172.0,0.0497
9176.0,0.0501
9180.0,0.0508
9184.0,0.0517
9188.0,0.0528
9192.0,0.0543
9196.0,0.0562
9200.0,0.0585
9204.0,0.0615
9208.0,0.0651
9212.0,0.0695
9216.0,0.0747
9220.0,0.0809
9224.0,0.0881
9228.0,0.0963
9232.0,0.1057
9236.0,0.1161
9240.0,0.1277
9244.0,0.1402
9248.0,0.1536
9252.0,0.1678
9256.0,0.1825
9260.0,0.1975
9264.0,0.2125
9268.0,0.2272
9272.0,0.2412
9276.0,0.2542
9280.0,0.2659
9284.0,0.2759
9288.0,0.284
9292.0,0.2899
9296.0,0.2934
9300.0,0.2946
9304.0,0.2932
9308.0,0.2893
9312.0,0.2831
9316.0,0.2747
9320.0,0.2644
9324.0,0.2525
9328.0,0.2392
9332.0,0.2249
9336.0,0.2099
9340.0,0.1947
9344.0,0.1794
9348.0,0.1644
9352.0,0.1499
9356.0,0.1362
9360.0,0.1234
9364.0,0.1116
9368.0,0.1008
9372.0,0.0912
9376.0,0.0826
9380.0,0.0752
9384.0,0.0687
9388.0,0.0632
9392.0,0.0586
9396.0,0.0547
9400.0,0.0514
9404.0,0.0488
9408.0,0.0466
9412.0,0.0448
9416.0,0.0434
9420.0,0.0423
9424.0,0.0414
9428.0,0.0406
9432.0,0.04
9436.0,0.0395
9440.0,0.0391
9444.0,0.0387
9448.0,0.0384
9452.0,0.0381
9456.0,0.0378
9460.0,0.0376
9464.0,0.0374
9468.0,0.0371
9472.0,0.0369
9476.0,0.0367
9480.0,0.0365
9484.0,0.0362
9488.0,0.036
9492.0,0.0358
9496.0,0.0356
9500.0,-0.0619
9504.0,0.0774
9508.0,0.3628
9512.0,0.7422
9516.0,1.0892
9520.0,1.2336
9524.0,1.0929
9528.0,0.7616
9532.0,0.4231
9536.0,0.1957
9540.0,0.0858
9544.0,0.0462
9548.0,0.0352
9552.0,0.0328
9556.0,0.0322
9560.0,0.0319
9564.0,0.0316
9568.0,0.0314
9572.0,0.0311
9576.0,0.0309
9580.0,0.0306
9584.0,0.0304
9588.0,0.0301
9592.0,0.0299
9596.0,0.0296
9600.0,0.0294
9604.0,0.0291
9608.0,0.0289
9612.0,0.0286
9616.0,0.0284
9620.0,0.0281
9624.0,0.0279
9628.0,0.0276
9632.0,0.0274
9636.0,0.0271
9640.0,0.0269
9644.0,0.0267
9648.0,0.0264
9652.0,0.0263
9656.0,0.0261
9660.0,0.026
9664.0,0.026
9668.0,0.026
9672.0,0.0261
9676.0,0.0264
9680.0,0.0269
9684.0,0.0275
9688.0,0.0285
9692.0,0.0298
9696.0,0.0315
9700.0,0.0337
9704.0,0.0365
9708.0,0.0399
9712.0,0.0441
9716.0,0.0491
9720.0,0.0551
9724.0,0.0621
9728.0,0.0702
9732.0,0.0794
9736.0,0.0897
9740.0,0.101
9744.0,0.1134
9748.0,0.1267
9752.0,0.1407
9756.0,0.1552
9760.0,0.17
9764.0,0.1849
9768.0,0.1994
9772.0,0.2132
9776.0,0.226
9780.0,0.2376
9784.0,0.2474
9788.0,0.2553
9792.0,0.2611
9796.0,0.2645
9800.0,0.2655
9804.0,0.2639
9808.0,0.2599
9812.0,0.2536
9816.0,0.245
9820.0,0.2346
9824.0,0.2225
9828.0,0.209
9832.0,0.1946
9836.0,0.1795
9840.0,0.1641
9844.0,0.1486
9848.0,0.1335
9852.0,0.1189
9856.0,0.105
9860.0,0.0921
9864.0,0.0801
9868.0,0.0692
9872.0,0.0595
9876.0,0.0508
9880.0,0.0432
9884.0,0.0366
9888.0,0.031
9892.0,0.0262
9896.0,0.0222
9900.0,0.0188
9904.0,0.016
9908.0,0.0137
9912.0,0.0118
9916.0,0.0103
9920.0,0.009
9924.0,0.008
9928.0,0.0071
9932.0,0.0064
9936.0,0.0058
9940.0,0.0053
9944.0,0.0048
9948.0,0.0043
9952.0,0.0039
9956.0,0.0036
9960.0,0.0032
9964.0,0.0029
9968.0,0.0025
9972.0,0.0022
9976.0,0.0019
9980.0,0.0016
9984.0,0.0013
9988.0,0.0009
9992.0,0.0006
9996.0,0.0003
